Address,Availability,Owner,Rooms,Size,links,postal,city,streetaddress,Price,acconto,housenumber,X,Y,UTM1,UTM2
"Rytterparken  87 , st.  2765 Smørum",01-10-2017,Deas Logo,4,111,https://www.findbolig.nu/bolig.aspx?aid=27967&s=2,2765,Smørum,Rytterparken,12160.52,,87,12.29287199,55.73525934,330033.1394594124,6179934.761554511
"Ben Websters Vej 90, st.2450 København SV",01-10-2017,CEJ Ejendomsadministration,3,97,https://www.findbolig.nu/bolig.aspx?aid=28001&s=2,2450,København SV,Ben Websters Vej,14500.0,1000.0,90,12.55203376,55.6458772,345949.6237737976,6169385.358266016
"Dag Hammarskjölds Alle  19, 5. th.2100 København Ø",15-10-2017,Danske civil- og akademiingeniørers Pensionskasse,2,105,https://www.findbolig.nu/bolig.aspx?aid=27979&s=2,2100,København Ø,Dag Hammarskjölds Allé,13222.83,790.0,19,12.58378023,55.69302259,348129.76481338474,6174560.49485281
"Frihedsvej  6, 1. tv2960 Rungsted Kyst",15-10-2017,Logo,4,161,https://www.findbolig.nu/bolig.aspx?aid=27924&s=2,2960,Rungsted Kyst,Frihedsvej,18722.83,1350.0,6,12.52808001,55.88400136,345388.07582472905,6195931.318522408
"Gyvelholm  13 , 1.  2830 Virum",15-10-2017,Deas Logo,3,105,https://www.findbolig.nu/bolig.aspx?aid=27810&s=2,2830,Virum,Gyvelholm,14817.36,,13,12.44410112,55.79359793,339765.1961381149,6186064.502459997
"Artillerivej  156, 5. th.2300 København S",15-10-2017,PKA_Logo_2014,4,123,https://www.findbolig.nu/bolig.aspx?aid=24567&s=2,2300,København S,Artillerivej,16017.96,1285.0,156,12.56808428,55.6539345,346990.89280656737,6170246.245258105
"Poul Reichhardts Vej  10, 1. tv.2500 Valby",15-10-2017,PKA_Logo_2014,5,122,https://www.findbolig.nu/bolig.aspx?aid=27363&s=2,2500,Valby,Poul Reichhardts Vej,14107.29,1781.0,10,12.50980744,55.65612445,343333.8597838938,6170619.968097105
"Falkoner Alle  2, 1.  2000 Frederiksberg",15-10-2017,PKA_Logo_2014,4,170,https://www.findbolig.nu/bolig.aspx?aid=27184&s=2,2000,Frederiksberg,Falkoner Allé,21277.98,1575.0,2,12.53354535,55.67850376,344915.5135256101,6173056.392206741
"Margretheholmsvej  16, 6. tv.1432 København K",15-10-2017,PKA_Logo_2014,4,92,https://www.findbolig.nu/bolig.aspx?aid=27297&s=2,1432,København K,Margretheholmsvej,13698.3,960.0,16,12.61554326,55.68344104,350089.12569892866,6173425.370982714
"Vejlegade 10, st.2100 København Ø",01-11-2017,CEJ Ejendomsadministration,2,68,https://www.findbolig.nu/bolig.aspx?aid=21518&s=2,2100,København Ø,Vejlegade,12500.0,1000.0,10,12.58611188,55.70514302,348323.2469357577,6175903.858383839
"H.C. Andersens Boulevard 41, 3. th1553 København V",Ledig nu,AdvokaterLoegstrup,2,125,https://www.findbolig.nu/bolig.aspx?aid=24827&s=2,1553,København V,H.C. Andersens Boulevard,14000.0,2000.0,41,12.57500666,55.67267054,347499.2275024619,6172315.474880017
"H.C. Andersens Boulevard  41, 2. th1553 København V",Ledig nu,AdvokaterLoegstrup,2,125,https://www.findbolig.nu/bolig.aspx?aid=26960&s=2,1553,København V,H.C. Andersens Boulevard,14000.0,2000.0,41,12.57500666,55.67267054,347499.2275024619,6172315.474880017
"Frederikskaj  2F, 1. th2450 København SV",Ledig nu,PFA Logo,3,111,https://www.findbolig.nu/bolig.aspx?aid=25308&s=2,2450,København SV,Frederikskaj,13783.0,1249.0,2F,12.54412421,55.64676949,345455.50171870226,6169502.220821238
"Frederikskaj  2F, 2. th2450 København SV",Ledig nu,PFA Logo,3,112,https://www.findbolig.nu/bolig.aspx?aid=25310&s=2,2450,København SV,Frederikskaj,14000.0,1260.0,2F,12.54412421,55.64676949,345455.50171870226,6169502.220821238
"Frederikskaj  2F, st. th2450 København SV",Ledig nu,PFA Logo,3,111,https://www.findbolig.nu/bolig.aspx?aid=25312&s=2,2450,København SV,Frederikskaj,13690.0,1249.0,2F,12.54412421,55.64676949,345455.50171870226,6169502.220821238
"Frederikskaj  2G, 1. tv2450 København SV",Ledig nu,PFA Logo,4,109,https://www.findbolig.nu/bolig.aspx?aid=25315&s=2,2450,København SV,Frederikskaj,14988.0,1227.0,2G,12.5443451,55.64679799,345469.5111581856,6169504.899498417
"Frederikskaj  2G, 3. tv2450 København SV",Ledig nu,PFA Logo,4,110,https://www.findbolig.nu/bolig.aspx?aid=25319&s=2,2450,København SV,Frederikskaj,15583.0,1238.0,2G,12.5443451,55.64679799,345469.5111581856,6169504.899498417
"Frederikskaj  2G, 4. tv2450 København SV",Ledig nu,PFA Logo,4,109,https://www.findbolig.nu/bolig.aspx?aid=25321&s=2,2450,København SV,Frederikskaj,15896.0,1227.0,2G,12.5443451,55.64679799,345469.5111581856,6169504.899498417
"Frederikskaj  2M, 2. th2450 København SV",Ledig nu,PFA Logo,3,112,https://www.findbolig.nu/bolig.aspx?aid=25326&s=2,2450,København SV,Frederikskaj,14280.0,1260.0,2M,12.54385092,55.64695984,345439.0577562602,6169524.00681508
"Frederikskaj  2M, 3. th2450 København SV",Ledig nu,PFA Logo,3,111,https://www.findbolig.nu/bolig.aspx?aid=25328&s=2,2450,København SV,Frederikskaj,14245.0,1249.0,2M,12.54385092,55.64695984,345439.0577562602,6169524.00681508
"Frederikskaj  2m, 5. th2450 København SV",Ledig nu,PFA Logo,3,112,https://www.findbolig.nu/bolig.aspx?aid=25332&s=2,2450,København SV,Frederikskaj,14653.0,1260.0,2m,12.54385092,55.64695984,345439.0577562602,6169524.00681508
"Frederikskaj  2M, st. th2450 København SV",Ledig nu,PFA Logo,3,111,https://www.findbolig.nu/bolig.aspx?aid=25334&s=2,2450,København SV,Frederikskaj,13968.0,1249.0,2M,12.54385092,55.64695984,345439.0577562602,6169524.00681508
"Frederikskaj  2N, 1. tv2450 København SV",Ledig nu,PFA Logo,4,110,https://www.findbolig.nu/bolig.aspx?aid=25337&s=2,2450,København SV,Frederikskaj,15033.0,1238.0,2N,12.54406907,55.64701251,345452.9899710641,6169529.380545928
"Frederikskaj  2N, 2. tv2450 København SV",Ledig nu,PFA Logo,4,111,https://www.findbolig.nu/bolig.aspx?aid=25339&s=2,2450,København SV,Frederikskaj,15263.0,1249.0,2N,12.54406907,55.64701251,345452.9899710641,6169529.380545928
"Frederikskaj  2N, 3. tv2450 København SV",Ledig nu,PFA Logo,4,110,https://www.findbolig.nu/bolig.aspx?aid=25341&s=2,2450,København SV,Frederikskaj,15583.0,1238.0,2N,12.54406907,55.64701251,345452.9899710641,6169529.380545928
"Frederikskaj  2A, 1. tv2450 København SV",Ledig nu,PFA Logo,4,118,https://www.findbolig.nu/bolig.aspx?aid=26340&s=2,2450,København SV,Frederikskaj,15537.0,1328.0,2A,12.54355833,55.64673091,345419.74766399094,6169499.189409611
"Frederikskaj  2A, 2. tv2450 København SV",Ledig nu,PFA Logo,4,117,https://www.findbolig.nu/bolig.aspx?aid=26342&s=2,2450,København SV,Frederikskaj,15503.0,1317.0,2A,12.54355833,55.64673091,345419.74766399094,6169499.189409611
"Frederikskaj  2A, 3. tv2450 København SV",Ledig nu,PFA Logo,4,117,https://www.findbolig.nu/bolig.aspx?aid=26344&s=2,2450,København SV,Frederikskaj,15600.0,1317.0,2A,12.54355833,55.64673091,345419.74766399094,6169499.189409611
"Frederikskaj  2A, 4. tv2450 København SV",Ledig nu,PFA Logo,4,118,https://www.findbolig.nu/bolig.aspx?aid=26346&s=2,2450,København SV,Frederikskaj,15832.0,1328.0,2A,12.54355833,55.64673091,345419.74766399094,6169499.189409611
"Frederikskaj  2C, 1. tv2450 København SV",Ledig nu,PFA Logo,4,112,https://www.findbolig.nu/bolig.aspx?aid=26355&s=2,2450,København SV,Frederikskaj,15307.0,1260.0,2C,12.54398388,55.64647134,345445.4983571286,6169469.363138273
"Frederikskaj  2C, 2. tv2450 København SV",Ledig nu,PFA Logo,4,111,https://www.findbolig.nu/bolig.aspx?aid=26357&s=2,2450,København SV,Frederikskaj,15355.0,1249.0,2C,12.54398388,55.64647134,345445.4983571286,6169469.363138273
"Frederikskaj  2C, 3. tv2450 København SV",Ledig nu,PFA Logo,4,112,https://www.findbolig.nu/bolig.aspx?aid=26359&s=2,2450,København SV,Frederikskaj,15587.0,1260.0,2C,12.54398388,55.64647134,345445.4983571286,6169469.363138273
"Frederikskaj  2C, 4. tv2450 København SV",Ledig nu,PFA Logo,4,111,https://www.findbolig.nu/bolig.aspx?aid=26361&s=2,2450,København SV,Frederikskaj,15633.0,1249.0,2C,12.54398388,55.64647134,345445.4983571286,6169469.363138273
"Marmorvej  9B, 1. tv.2100 København Ø",Ledig nu,Pensam,4,136,https://www.findbolig.nu/bolig.aspx?aid=23002&s=2,2100,København Ø,Marmorvej,19720.0,1530.0,9B,12.59373799,55.70388918,348797.48807129334,6175747.7025703015
"Marmorvej  9C, 2. th.2100 København Ø",Ledig nu,Pensam,4,128,https://www.findbolig.nu/bolig.aspx?aid=23011&s=2,2100,København Ø,Marmorvej,19840.0,1440.0,9C,12.59373086,55.70407148,348797.74424865056,6175768.000108133
"Teglholm Tværvej 10, 4. th2450 København SV",Ledig nu,TDCP,4,101,https://www.findbolig.nu/bolig.aspx?aid=25177&s=2,2450,København SV,Teglholm Tværvej,14309.0,1140.0,10,12.55096745,55.65015373,345899.33568282326,6169863.507565874
"Teglholm Tværvej 6, 4. th2450 København SV",Ledig nu,TDCP,4,101,https://www.findbolig.nu/bolig.aspx?aid=25201&s=2,2450,København SV,Teglholm Tværvej,14309.0,1140.0,6,12.55074527,55.64994805,345884.5504401127,6169841.11841285
"Teglholm Tværvej 8, 1. th2450 København SV",Ledig nu,TDCP,4,101,https://www.findbolig.nu/bolig.aspx?aid=25210&s=2,2450,København SV,Teglholm Tværvej,14056.0,1140.0,8,12.55085706,55.65005334,345891.99674121686,6169852.584000614
"Teglholm Tværvej 8, 3. th2450 København SV",Ledig nu,TDCP,4,101,https://www.findbolig.nu/bolig.aspx?aid=25218&s=2,2450,København SV,Teglholm Tværvej,14225.0,1140.0,8,12.55085706,55.65005334,345891.99674121686,6169852.584000614
"Marmorvej  15C, 1. th.2100 København Ø",Ledig nu,Pensam,4,130,https://www.findbolig.nu/bolig.aspx?aid=27411&s=2,2100,København Ø,Marmorvej,19608.0,1475.0,15C,12.59484602,55.70423437,348868.4311645192,6175783.69104542
"Marmorvej  15C, st. th.2100 København Ø",Ledig nu,Pensam,4,122,https://www.findbolig.nu/bolig.aspx?aid=22945&s=2,2100,København Ø,Marmorvej,19317.0,1400.0,15C,12.59484602,55.70423437,348868.4311645192,6175783.69104542
